page,variant,cohort,gender,location,location_code,uid,audio,Maincategory,Subcategory,Pagetitle,Pagenumber
84,Heiti,jung,W,Lauterbrunnen,BE16,SAUU,084_Heidelbeere_Heiti_jung_W_Lauterbrunnen_BE16_SAUU.wav,Wortschatz,Essen und Trinken,Heidelbeere,84
268,praacht,alt,M,Winterthur,ZH06,RATN,268_gebracht_praacht_alt_M_Winterthur_ZH06_RATN.wav,Grammatik,Verb,gebracht,268
270,i bechum(e),alt,M,Basel,BS01,IHIF,270_bekommen_i bechum(e)_alt_M_Basel_BS01_IHIF.wav,Grammatik,Verb,bekommen,270
76,Zühe,alt,W,Grabs,SG05,FAPZ,076_Schublade_Zühe_alt_W_Grabs_SG05_FAPZ.wav,Wortschatz,Haus und Garten,Schublade,76
284,Hündli,alt,W,Bülach,ZH02,BNAJ,284_Hündchen_Hündli_alt_W_Bülach_ZH02_BNAJ.wav,Grammatik,Substantiv,Hündchen,284
104,Chnörzli,alt,M,Solothurn,SO04,MAQI,104_Schoggistängeli_Chnörzli_alt_M_Solothurn_SO04_MAQI.wav,,,,0
32,äppus,jung,W,Bosco-Gurin,TI01,FVIK,032_etwas_äppus_jung_W_Bosco-Gurin_TI01_FVIK.wav,Wortschatz,Häufige Wörter,etwas,32
312,das,jung,M,Zweisimmen,BE25,XDYX,312_Tee_das_jung_M_Zweisimmen_BE25_XDYX.wav,Grammatik,Genuss,Tee,312
72,seil(i)rite,alt,M,Einsiedeln,SZ01,KYSI,072_schaukeln_seil(i)rite_alt_M_Einsiedeln_SZ01_KYSI.wav,Wortschatz,Haus und Garten,schaukeln,72
72,gireiz(l)e,alt,W,Herisau,AR01,BCMG,072_schaukeln_gireiz(l)e_alt_W_Herisau_AR01_BCMG.wav,Wortschatz,Haus und Garten,schaukeln,72
226,chs,jung,M,Bülach,ZH02,BLTF,226_sechs_chs_jung_M_Bülach_ZH02_BLTF.wav,Lautung,Konsonanten,sechs,226
258,scht,alt,W,Blatten,VS01,YELS,258_du kommst_scht_alt_W_Blatten_VS01_YELS.wav,Grammatik,Verb,du kommst,258
188,äu-palatalisiert,alt,M,Reigoldswil,BL05,BPSH,188_Augen_äu-palatalisiert_alt_M_Reigoldswil_BL05_BPSH.wav,Lautung,Vokale,Augen,188
54,Bei(j)i,jung,W,Blumenstein,BE05,RRAU,054_Biene_Bei(j)i_jung_W_Blumenstein_BE05_RRAU.wav,Wortschatz,Tier,Biene,54
38,im Grött,alt,M,Avers,GR11,UHFS,038_in-zu_im Grött_alt_M_Avers_GR11_UHFS.wav,Wortschatz,Häufige Wörter,in/zu,38
238,in,alt,W,Burgdorf,BE07,FTDY,238_Zins_in_alt_W_Burgdorf_BE07_FTDY.wav,Lautung,Konsonanten,Zins,238
54,Iime,alt,W,Appenzell,AI01,SSZQ,054_Biene_Iime_alt_W_Appenzell_AI01_SSZQ.wav,Wortschatz,Tier,Biene,54
332,la-ne-la-gaa,jung,M,Sarnen-Kägiswil,OW03,BAVI,332_Lass ihn gehen_la-ne-la-gaa_jung_M_Sarnen-Kägiswil_OW03_BAVI.wav,Grammatik,Satzbau,Lass ihn gehen,332
26,lùg,alt,W,Zofingen,AG11,ZCOU,026_schau_lùg_alt_W_Zofingen_AG11_ZCOU.wav,Wortschatz,Häufige Wörter,schau!,26
182,öi,alt,W,Bülach,ZH02,BNAJ,182_neu_öi_alt_W_Bülach_ZH02_BNAJ.wav,Lautung,Vokale,neu,182
28,hie,jung,W,Lauterbrunnen,BE16,SAUU,028_hier_hie_jung_W_Lauterbrunnen_BE16_SAUU.wav,Wortschatz,Häufige Wörter,hier,28
204,Schwöschter,jung,M,Winterthur,ZH06,GMWW,204_Schwester_Schwöschter_jung_M_Winterthur_ZH06_GMWW.wav,Lautung,Vokale,Schwester,204
116,Schnudernase,jung,M,Ebnat-Kappel,SG02,LHAU,116_Schnupfen_Schnudernase_jung_M_Ebnat-Kappel_SG02_LHAU.wav,Wortschatz,Mensch,Schnupfen,116
128,Schmutz,alt,M,Altdorf,UR01,EVQN,128_Kuss_Schmutz_alt_M_Altdorf_UR01_EVQN.wav,Wortschatz,Gesellschaft,Kuss,128
38,im Innertaal,jung,F,Innerthal,SZ08,GIIR,038_in-zu_im Innertaal_jung_F_Innerthal_SZ08_GIIR.wav,Wortschatz,Häufige Wörter,in/zu,38
186,ää,alt,M,Appenzell,AI01,VJUZ,186_Geiss_ää_alt_M_Appenzell_AI01_VJUZ.wav,Lautung,Vokale,Geiss,186
176,ii,alt,M,Blatten,VS01,ALGD,176_Mäuse_ii_alt_M_Blatten_VS01_ALGD.wav,,,,0
225,Strääl,alt,M,Eschenbach,SG03,QBYH,225_Strääl_Strääl_alt_M_Eschenbach_SG03_QBYH.wav,,,,0
54,Imbi,alt,W,Reigoldswil,BL05,FOPS,054_Biene_Imbi_alt_W_Reigoldswil_BL05_FOPS.wav,Wortschatz,Tier,Biene,54
76,Schublade,alt,W,Münchenbuchsee,BE18,CYKL,076_Schublade_Schublade_alt_W_Münchenbuchsee_BE18_CYKL.wav,Wortschatz,Haus und Garten,Schublade,76
302,min,jung,W,Bosco-Gurin,TI01,MCMB,302_meine Cousine_min_jung_W_Bosco-Gurin_TI01_MCMB.wav,Grammatik,Pronomen,meine Cousine,302
188,äu,alt,W,Spreitenbach,AG09,TNUQ,188_Augen_äu_alt_W_Spreitenbach_AG09_TNUQ.wav,Lautung,Vokale,Augen,188
212,kch,jung,W,Oberriet,SG07,EXRW,212_Kind_kch_jung_W_Oberriet_SG07_EXRW.wav,Lautung,Konsonanten,Kind,212
78,Kanapee,jung,W,Hintere Linthal-Auen,GL01,MJKM,078_Sofa_Kanapee_jung_W_Hintere Linthal-Auen_GL01_MJKM.wav,Wortschatz,Haus und Garten,Sofa,78
66,Gluntsche,alt,M,Gränichen,AG05,PWBS,066_Pfütze_Gluntsche_alt_M_Gränichen_AG05_PWBS.wav,Wortschatz,Haus und Garten,Pfütze,66
116,Ubärgang,alt,F,Bosco-Gurin,TI01,VGXK,116_Schnupfen_Ubärgang_alt_F_Bosco-Gurin_TI01_VGXK.wav,Wortschatz,Mensch,Schnupfen,116
290,alti,jung,M,Bülach,ZH02,HPNB,290_alte Männer_alti_jung_M_Bülach_ZH02_HPNB.wav,Grammatik,Adjektiv,alte Männer,290
284,Hundi,alt,M,Lauterbrunnen,BE16,HZVF,284_Hündchen_Hundi_alt_M_Lauterbrunnen_BE16_HZVF.wav,Grammatik,Substantiv,Hündchen,284
50,Reschi,alt,W,St. Niklaus,VS08,CGIB,050_Pferd_Reschi_alt_W_St. Niklaus_VS08_CGIB.wav,Wortschatz,Tier,Pferd,50
82,Bätzi,jung,W,Langnau,BE15,LEGF,082_Apfelüberrest_Bätzi_jung_W_Langnau_BE15_LEGF.wav,,,,0
104,Tschiggolatschi,alt,W,Bosco-Gurin,TI01,GJCI,104_Schoggistängeli_Tschiggolatschi_alt_W_Bosco-Gurin_TI01_GJCI.wav,,,,0
128,Muntsi,alt,W,Visp,VS10,QYGT,128_Kuss_Muntsi_alt_W_Visp_VS10_QYGT.wav,Wortschatz,Gesellschaft,Kuss,128
330,(won i es Chind) gsii bi(n),alt,M,Winterthur,ZH06,RATN,330_gewesen bin_(won i es Chind) gsii bi(n)_alt_M_Winterthur_ZH06_RATN.wav,Grammatik,Satzbau,gewesen bin,330
246,militÄr,jung,W,Brugg,AG03,RWZQ,246_Militär_militÄr_jung_W_Brugg_AG03_RWZQ.wav,,,,0
238,in,jung,M,Burgdorf,BE07,GZMD,238_Zins_in_jung_M_Burgdorf_BE07_GZMD.wav,Lautung,Konsonanten,Zins,238
84,Heiti,alt,W,Bern,BE03,GOAU,084_Heidelbeere_Heiti_alt_W_Bern_BE03_GOAU.wav,Wortschatz,Essen und Trinken,Heidelbeere,84
170,ii,alt,M,Bülach,ZH02,AWQT,170_Eis (Vokal)_ii_alt_M_Bülach_ZH02_AWQT.wav,Lautung,Vokale,Eis (Vokal),170
344,Hopp,jung,M,Oberriet,SG07,EWCC,344_Grussformeln (abends)_Hopp_jung_M_Oberriet_SG07_EWCC.wav,Sprache im Alltag,Grussformeln,Grussformeln (abends),344
78,Diwaan,jung,W,Ebnat-Kappel,SG02,GPAK,078_Sofa_Diwaan_jung_W_Ebnat-Kappel_SG02_GPAK.wav,Wortschatz,Haus und Garten,Sofa,78
156,ò,jung,M,Burgdorf,BE07,GZMD,156_gotte_ò_jung_M_Burgdorf_BE07_GZMD.wav,Lautung,Vokale,Gotte,156
120,Pupp(el)i,alt,W,Schiers,GR06,XEUG,120_Baby_Pupp(el)i_alt_W_Schiers_GR06_XEUG.wav,Wortschatz,Mensch,Baby,120
98,das-Butter,alt,M,Davos-Frauenkirch,GR03,MGNO,098_Butter_das-Butter_alt_M_Davos-Frauenkirch_GR03_MGNO.wav,Wortschatz,Essen und Trinken,Butter,98
334,es chunt cho rägne,alt,W,Bern,BE03,GOAU,334_Es kommt regnen_es chunt cho rägne_alt_W_Bern_BE03_GOAU.wav,Grammatik,Satzbau,Es kommt regnen,334
186,òa,alt,M,Ermatingen,TG02,DTWK,186_Geiss_òa_alt_M_Ermatingen_TG02_DTWK.wav,Lautung,Vokale,Geiss,186
38,im Muotitaal,alt,M,Muotathal,SZ03,AOLG,038_in-zu_im Muotitaal_alt_M_Muotathal_SZ03_AOLG.wav,Wortschatz,Häufige Wörter,in/zu,38
122,Bääbi,alt,W,Brugg,AG03,FLKN,122_Puppe_Bääbi_alt_W_Brugg_AG03_FLKN.wav,Wortschatz,Gesellschaft,Puppe,122
224,folgen,alt,W,Frauenfeld,TG04,JIYA,224_folgen_folgen_alt_W_Frauenfeld_TG04_JIYA.wav,Lautung,Konsonanten,folgen,224
38,im Gstaad,alt,M,Saanen-Gstaad,BE20,FRBT,038_in-zu_im Gstaad_alt_M_Saanen-Gstaad_BE20_FRBT.wav,Wortschatz,Häufige Wörter,in/zu,38
66,Gumpe,jung,M,Chur-Masans,GR01,IPMA,066_Pfütze_Gumpe_jung_M_Chur-Masans_GR01_IPMA.wav,Wortschatz,Haus und Garten,Pfütze,66
72,geiggu,alt,W,Simpon-Dorf,VS07,JIME,072_schaukeln_geiggu_alt_W_Simpon-Dorf_VS07_JIME.wav,Wortschatz,Haus und Garten,schaukeln,72
168,eei,alt,W,Mels,SG06,PCJF,168_Schnee_eei_alt_W_Mels_SG06_PCJF.wav,Lautung,Vokale,Schnee,168
116,Pfäggse,jung,W,Engelberg,OW01,HLFM,116_Schnupfen_Pfäggse_jung_W_Engelberg_OW01_HLFM.wav,Wortschatz,Mensch,Schnupfen,116
116,Schnupfe,alt,M,Bremgarten-Widen-Zufikon,AG02,XIOT,116_Schnupfen_Schnupfe_alt_M_Bremgarten-Widen-Zufikon_AG02_XIOT.wav,Wortschatz,Mensch,Schnupfen,116
44,Gügele(r),alt,W,Appenzell,AI01,SSZQ,044_Hahn_Gügele(r)_alt_W_Appenzell_AI01_SSZQ.wav,Wortschatz,Tier,Hahn,44
122,Poppe,jung,W,Vals,GR09,KFYD,122_Puppe_Poppe_jung_W_Vals_GR09_KFYD.wav,Wortschatz,Gesellschaft,Puppe,122
224,fouge,jung,W,Sumiswald,BE22,BLZL,224_folgen_fouge_jung_W_Sumiswald_BE22_BLZL.wav,Lautung,Konsonanten,folgen,224
44,Güg(g)ele(r),jung,M,Appenzell,AI01,VRST,044_Hahn_Güg(g)ele(r)_jung_M_Appenzell_AI01_VRST.wav,Wortschatz,Tier,Hahn,44
128,Muntschi,alt,M,Reckingen,VS04,DRXU,128_Kuss_Muntschi_alt_M_Reckingen_VS04_DRXU.wav,Wortschatz,Gesellschaft,Kuss,128
338,Grüezi,jung,W,Einsiedeln,SZ01,AJFE,338_Grussformeln (morgens)_Grüezi_jung_W_Einsiedeln_SZ01_AJFE.wav,Sprache im Alltag,Grussformeln,Grussformeln (morgens),338
246,mIlitär,jung,M,Saas-Grund,VS05,GXEB,246_Militär_mIlitär_jung_M_Saas-Grund_VS05_GXEB.wav,,,,0
188,äu-palatalisiert,jung,W,Reigoldswil,BL05,ZAAX,188_Augen_äu-palatalisiert_jung_W_Reigoldswil_BL05_ZAAX.wav,Lautung,Vokale,Augen,188
354,'(Sehr-Bitte) gern',jung,W,Grindelwald,BE10,SDYX,354_Dankeserwiderung_'(Sehr-Bitte) gern'_jung_W_Grindelwald_BE10_SDYX.wav,Sprache im Alltag,Höflichkeit,Dankeserwiderung,354
88,Ziibele,alt,M,Liestal,BL04,NDZV,088_Zwiebel_Ziibele_alt_M_Liestal_BL04_NDZV.wav,Wortschatz,Essen und Trinken,Zwiebel,88
84,Beri,jung,W,Bosco-Gurin,TI01,MCMB,084_Heidelbeere_Beri_jung_W_Bosco-Gurin_TI01_MCMB.wav,Wortschatz,Essen und Trinken,Heidelbeere,84
122,Baabe,alt,M,Appenzell,AI01,VJUZ,122_Puppe_Baabe_alt_M_Appenzell_AI01_VJUZ.wav,Wortschatz,Gesellschaft,Puppe,122
66,Glumpe,alt,M,Sursee,LU04,LJIP,066_Pfütze_Glumpe_alt_M_Sursee_LU04_LJIP.wav,Wortschatz,Haus und Garten,Pfütze,66
270,i krieg(e),alt,M,Chur-Masans,GR01,RLZK,270_bekommen_i krieg(e)_alt_M_Chur-Masans_GR01_RLZK.wav,Grammatik,Verb,bekommen,270
196,ie,alt,W,Spreitenbach,AG09,TNUQ,196_vier_ie_alt_W_Spreitenbach_AG09_TNUQ.wav,,,,0
104,Branchli,alt,W,Zermatt,VS11,FVIZ,104_Schoggistängeli_Branchli_alt_W_Zermatt_VS11_FVIZ.wav,,,,0
72,ri(i)te,alt,W,Aesch,BL01,BDUF,072_schaukeln_ri(i)te_alt_W_Aesch_BL01_BDUF.wav,Wortschatz,Haus und Garten,schaukeln,72
72,gigampfe,jung,W,Glarus,GK02,HXHY,072_schaukeln_gigampfe_jung_W_Glarus_GK02_HXHY.wav,Wortschatz,Haus und Garten,schaukeln,72
82,Giegi,alt,M,Aesch,BL01,ZFDB,082_Apfelüberrest_Giegi_alt_M_Aesch_BL01_ZFDB.wav,,,,0
100,Züggi,jung,M,Glarus,GL02,XEKM,100_Bonbon_Züggi_jung_M_Glarus_GL02_XEKM.wav,Wortschatz,Essen und Trinken,Bonbon,100
26,lueg,jung,W,Winterthur,ZH06,UFAM,026_schau_lueg_jung_W_Winterthur_ZH06_UFAM.wav,Wortschatz,Häufige Wörter,schau!,26
66,Gunte,jung,M,Muotathal,SZ03,NOMA,066_Pfütze_Gunte_jung_M_Muotathal_SZ03_NOMA.wav,Wortschatz,Haus und Garten,Pfütze,66
218,nn,alt,M,Sumiswald,BE22,EYLY,218_Tanne (Geminate)_nn_alt_M_Sumiswald_BE22_EYLY.wav,Lautung,Konsonanten,Tanne (Geminate),218
84,Blaubeeri,alt,M,Igis,GR04,MPDX,084_Heidelbeere_Blaubeeri_alt_M_Igis_GR04_MPDX.wav,Wortschatz,Essen und Trinken,Heidelbeere,84
302,mii,alt,M,Lauterbrunnen,BE16,KDEU,302_meine Cousine_mii_alt_M_Lauterbrunnen_BE16_KDEU.wav,Grammatik,Pronomen,meine Cousine,302
300,dir,jung,W,Düdingen,FR01,BFKG,300_dich-dir_dir_jung_W_Düdingen_FR01_BFKG.wav,Grammatik,Pronomen,dich/dir,300
196,iä,jung,F,Unterschächen,UR03,FIBD,196_vier_iä_jung_F_Unterschächen_UR03_FIBD.wav,,,,0
202,Epfel,alt,M,Grindelwald,BE10,RVPF,202_Apfel_Epfel_alt_M_Grindelwald_BE10_RVPF.wav,Lautung,Vokale,Apfel,202
324,der Patrick,alt,M,Zürich,ZH07,KPFH,324_(der) Patrick_der Patrick_alt_M_Zürich_ZH07_KPFH.wav,Grammatik,Satzbau,(der) Patrick,324
72,reizle,alt,W,Saanen-Gstaad,BE20,JNDD,072_schaukeln_reizle_alt_W_Saanen-Gstaad_BE20_JNDD.wav,Wortschatz,Haus und Garten,schaukeln,72
270,i(ch) berchume,jung,M,Reckingen,VS04,KDRC,270_bekommen_i(ch) berchume_jung_M_Reckingen_VS04_KDRC.wav,Grammatik,Verb,bekommen,270
70,Zuin,jung,M,Blatten,VS01,STGG,070_Zaun_Zuin_jung_M_Blatten_VS01_STGG.wav,Wortschatz,Haus und Garten,Zaun,70
66,Bütze,alt,W,Glarus,GL02,BDOI,066_Pfütze_Bütze_alt_W_Glarus_GL02_BDOI.wav,Wortschatz,Haus und Garten,Pfütze,66
88,Zibele,alt,W,Sumiswald,BE22,BBCP,088_Zwiebel_Zibele_alt_W_Sumiswald_BE22_BBCP.wav,Wortschatz,Essen und Trinken,Zwiebel,88
76,Trucke,alt,W,Blatten,VS01,IDFP,076_Schublade_Trucke_alt_W_Blatten_VS01_IDFP.wav,Wortschatz,Haus und Garten,Schublade,76
316,das,jung,W,Unterschächen,UR03,FIBD,316_Hochzeit_das_jung_W_Unterschächen_UR03_FIBD.wav,Grammatik,Genuss,Hochzeit,316
172,òò,jung,W,Sumiswald,BE22,BLZL,172_Brot_òò_jung_W_Sumiswald_BE22_BLZL.wav,Lautung,Vokale,Brot,172
76,Zü(ü)che,alt,M,Davos-Frauenkirch,GR03,MGNO,076_Schublade_Zü(ü)che_alt_M_Davos-Frauenkirch_GR03_MGNO.wav,Wortschatz,Haus und Garten,Schublade,76
76,Tricka,jung,W,Saas-Grund,VS05,ODPT,076_Schublade_Tricka_jung_W_Saas-Grund_VS05_ODPT.wav,Wortschatz,Haus und Garten,Schublade,76
70,Züü,jung,M,Visp,VS10,NMZI,070_Zaun_Züü_jung_M_Visp_VS10_NMZI.wav,Wortschatz,Haus und Garten,Zaun,70
128,Schmutz,jung,W,Altdorf,UR01,VQVH,128_Kuss_Schmutz_jung_W_Altdorf_UR01_VQVH.wav,Wortschatz,Gesellschaft,Kuss,128
146,á,alt,W,Wil,SG12,YMTU,146_Achse_á_alt_W_Wil_SG12_YMTU.wav,Lautung,Vokale,Achse,146
202,Epfel,jung,W,Grindelwald,BE10,SDYX,202_Apfel_Epfel_jung_W_Grindelwald_BE10_SDYX.wav,Lautung,Vokale,Apfel,202
72,reit(l)e,alt,W,Zweisimmen,BE25,JEAL,072_schaukeln_reit(l)e_alt_W_Zweisimmen_BE25_JEAL.wav,Wortschatz,Haus und Garten,schaukeln,72
88,Zwi(i)b(e)le,alt,W,Engelberg,OW01,THZB,088_Zwiebel_Zwi(i)b(e)le_alt_W_Engelberg_OW01_THZB.wav,Wortschatz,Essen und Trinken,Zwiebel,88
196,üe-palatalisiert,jung,M,St. Niklaus,VS08,HHHE,196_Bruder_üe-palatalisiert_jung_M_St. Niklaus_VS08_HHHE.wav,Lautung,Vokale,Bruder,196
78,Polstergruppe,jung,W,Spiez-Faulensee,BE08,JMOG,078_Sofa_Polstergruppe_jung_W_Spiez-Faulensee_BE08_JMOG.wav,Wortschatz,Haus und Garten,Sofa,78
72,gglangge,jung,M,St Niklaus,VS08,IMMC,072_schaukeln_gglangge_jung_M_St Niklaus_VS08_IMMC.wav,Wortschatz,Haus und Garten,schaukeln,72
70,Zui,jung,W,Simplon-Dorf,VS07,CLBF,070_Zaun_Zui_jung_W_Simplon-Dorf_VS07_CLBF.wav,Wortschatz,Haus und Garten,Zaun,70
76,Schöübe,jung,W,Vals,GR09,KFYD,076_Schublade_Schöübe_jung_W_Vals_GR09_KFYD.wav,Wortschatz,Haus und Garten,Schublade,76
188,öü,alt,M,Visp,VS10,QEOR,188_Augen_öü_alt_M_Visp_VS10_QEOR.wav,Lautung,Vokale,Augen,188
70,Haag,jung,W,Gränichen,AG05,GFPM,070_Zaun_Haag_jung_W_Gränichen_AG05_GFPM.wav,Wortschatz,Haus und Garten,Zaun,70
82,Hüschtschi,jung,W,Bosco-Gurin,TI01,MCMB,082_Apfelüberrest_Hüschtschi_jung_W_Bosco-Gurin_TI01_MCMB.wav,,,,0
116,Schnupfe,jung,W,Frick,AG04,VOZO,116_Schnupfen_Schnupfe_jung_W_Frick_AG04_VOZO.wav,Wortschatz,Mensch,Schnupfen,116
26,lueg,alt,W,Winterthur,ZH06,UMFL,026_schau_lueg_alt_W_Winterthur_ZH06_UMFL.wav,Wortschatz,Häufige Wörter,schau!,26
112,Chnoote,jung,W,Altdorf,UR01,VQVH,112_Dutt_Chnoote_jung_W_Altdorf_UR01_VQVH.wav,Wortschatz,Mensch,Dutt,112
270,i(ch) chum(e) ... über,alt,W,Zürich,ZH07,UNOI,270_bekommen_i(ch) chum(e) ... über_alt_W_Zürich_ZH07_UNOI.wav,Grammatik,Verb,bekommen,270
196,ìä,jung,M,Unterschächen,UR03,VMXT,196_vier_ìä_jung_M_Unterschächen_UR03_VMXT.wav,,,,0
120,Bebee(li),alt,W,Burgdorf,BE07,MIDF,120_Baby_Bebee(li)_alt_W_Burgdorf_BE07_MIDF.wav,Wortschatz,Mensch,Baby,120
112,Ribel(i),alt,M,Bülach,ZH02,AWQT,112_Dutt_Ribel(i)_alt_M_Bülach_ZH02_AWQT.wav,Wortschatz,Mensch,Dutt,112
116,Rüüm(m)e,jung,W,Biel,BE04,MSCO,116_Schnupfen_Rüüm(m)e_jung_W_Biel_BE04_MSCO.wav,Wortschatz,Mensch,Schnupfen,116
176,üü,alt,M,Burgdorf,BE07,SXMH,176_Mäuse_üü_alt_M_Burgdorf_BE07_SXMH.wav,,,,0
88,Bülle,jung,W,Diepoldsau,SG01,SRJK,088_Zwiebel_Bülle_jung_W_Diepoldsau_SG01_SRJK.wav,Wortschatz,Essen und Trinken,Zwiebel,88
214,vorderes-r,alt,M,Münchenbuchsee,BE18,KFFF,214_Rad_vorderes-r_alt_M_Münchenbuchsee_BE18_KFFF.wav,Lautung,Konsonanten,Rad,214
116,Struuche,alt,W,Avers,GR11,RABL,116_Schnupfen_Struuche_alt_W_Avers_GR11_RABL.wav,Wortschatz,Mensch,Schnupfen,116
284,Hündi,jung,M,Adelboden,BE02,FBWY,284_Hündchen_Hündi_jung_M_Adelboden_BE02_FBWY.wav,Grammatik,Substantiv,Hündchen,284
116,Pfnüderi,jung,M,Schänis,SG09,KHPQ,116_Schnupfen_Pfnüderi_jung_M_Schänis_SG09_KHPQ.wav,Wortschatz,Mensch,Schnupfen,116
158,ù,alt,M,Mels,SG06,EJOM,158_Küche_ù_alt_M_Mels_SG06_EJOM.wav,Lautung,Vokale,Küche,158
182,ui,alt,W,Engelberg,OW01,JPQE,182_neu_ui_alt_W_Engelberg_OW01_JPQE.wav,Lautung,Vokale,neu,182
228,rn,alt,M,Langenthal,BE14,HUBI,228_gern_rn_alt_M_Langenthal_BE14_HUBI.wav,Lautung,Konsonanten,gern,228
226,chs,alt,M,Bülach,ZH02,AWQT,226_sechs_chs_alt_M_Bülach_ZH02_AWQT.wav,Lautung,Konsonanten,sechs,226
182,iib,alt,M,Hospental,UR02,RLFX,182_neu_iib_alt_M_Hospental_UR02_RLFX.wav,Lautung,Vokale,neu,182
128,Müntschi,jung,M,Münchenbuchsee,BE18,SQAT,128_Kuss_Müntschi_jung_M_Münchenbuchsee_BE18_SQAT.wav,Wortschatz,Gesellschaft,Kuss,128
32,ötschis,alt,M,Grabs,SG05,FSTE,032_etwas_ötschis_alt_M_Grabs_SG05_FSTE.wav,Wortschatz,Häufige Wörter,etwas,32
154,ea,jung,W,Oberriet,SG07,EXRW,154_Schlitten_ea_jung_W_Oberriet_SG07_EXRW.wav,Lautung,Vokale,Schlitten,154
38,in,jung,W,Saas-Grund,VS05,ODPT,038_in-zu_in_jung_W_Saas-Grund_VS05_ODPT.wav,Wortschatz,Häufige Wörter,in/zu,38
225,Strääu,jung,W,Münchenbuchsee,BE18,CCWJ,225_Strääl_Strääu_jung_W_Münchenbuchsee_BE18_CCWJ.wav,,,,0
334,es chunt ga rägne,alt,M,Saas-Grund,VS05,AMHY,334_Es kommt regnen_es chunt ga rägne_alt_M_Saas-Grund_VS05_AMHY.wav,Grammatik,Satzbau,Es kommt regnen,334
98,Aache,jung,W,Bosco-Gurin,TI01,FVIK,098_Butter_Aache_jung_W_Bosco-Gurin_TI01_FVIK.wav,Wortschatz,Essen und Trinken,Butter,98
228,r,jung,W,Düdingen,FR01,VHUA,228_gern_r_jung_W_Düdingen_FR01_VHUA.wav,Lautung,Konsonanten,gern,228
92,gchochet H,alt,W,Bosco-Gurin,TI01,VGXK,092_Rösti_gchochet H_alt_W_Bosco-Gurin_TI01_VGXK.wav,Wortschatz,Essen und Trinken,Rösti,92
228,ru,alt,M,Saas-Grund,VS05,UCAX,228_gern_ru_alt_M_Saas-Grund_VS05_UCAX.wav,Lautung,Konsonanten,gern,228
78,Ggusch,alt,M,Liestal,BL04,ZFWF,078_Sofa_Ggusch_alt_M_Liestal_BL04_ZFWF.wav,Wortschatz,Haus und Garten,Sofa,78
234,nd,jung,W,Bremgarten-Widen-Zufikon,AG02,NGPR,234_Hund_nd_jung_W_Bremgarten-Widen-Zufikon_AG02_NGPR.wav,Lautung,Konsonanten,Hund,234
78,Ggusch,jung,W,St. Niklaus,VS08,EUGJ,078_Sofa_Ggusch_jung_W_St. Niklaus_VS08_EUGJ.wav,Wortschatz,Haus und Garten,Sofa,78
168,ea,alt,W,Grabs,SG05,TIDA,168_Schnee_ea_alt_W_Grabs_SG05_TIDA.wav,Lautung,Vokale,Schnee,168
66,Lache,alt,M,Aesch,BL01,ZFDB,066_Pfütze_Lache_alt_M_Aesch_BL01_ZFDB.wav,Wortschatz,Haus und Garten,Pfütze,66
148,ä,alt,M,Langenthal,BE14,OYYZ,148_Wespe_ä_alt_M_Langenthal_BE14_OYYZ.wav,Lautung,Vokale,Wespe,148
82,Bu(t)schgi,alt,W,Schiers,GR06,XEUG,082_Apfelüberrest_Bu(t)schgi_alt_W_Schiers_GR06_XEUG.wav,,,,0
234,ng,alt,M,Konolfingen,BE13,XNEG,234_Hund_ng_alt_M_Konolfingen_BE13_XNEG.wav,Lautung,Konsonanten,Hund,234
214,hinteres-r,jung,M,Weinfelden,TG06,YNDU,214_Rad_hinteres-r_jung_M_Weinfelden_TG06_YNDU.wav,Lautung,Konsonanten,Rad,214
122,Puppe,alt,W,Mels,SG06,PCJF,122_Puppe_Puppe_alt_W_Mels_SG06_PCJF.wav,Wortschatz,Gesellschaft,Puppe,122
66,Glutta,jung,W,Zermatt,VS11,YPWC,066_Pfütze_Glutta_jung_W_Zermatt_VS11_YPWC.wav,Wortschatz,Haus und Garten,Pfütze,66
100,Tröps(li),jung,W,Weggis,LU05,EPQP,100_Bonbon_Tröps(li)_jung_W_Weggis_LU05_EPQP.wav,Wortschatz,Essen und Trinken,Bonbon,100
98,Ooche,jung,M,Jaun,FR04,DGSC,098_Butter_Ooche_jung_M_Jaun_FR04_DGSC.wav,Wortschatz,Essen und Trinken,Butter,98
98,Britschi,alt,W,Obersaxen,GR05,AKVO,098_Butter_Britschi_alt_W_Obersaxen_GR05_AKVO.wav,Wortschatz,Essen und Trinken,Butter,98
32,appas,alt,W,Zermatt,VS11,IJMG,032_etwas_appas_alt_W_Zermatt_VS11_IJMG.wav,Wortschatz,Häufige Wörter,etwas,32
98,Schma(a)lz,alt,W,Schiers,GR06,XEUG,098_Butter_Schma(a)lz_alt_W_Schiers_GR06_XEUG.wav,Wortschatz,Essen und Trinken,Butter,98
196,ie,jung,W,Spreitenbach,AG09,KPHL,196_vier_ie_jung_W_Spreitenbach_AG09_KPHL.wav,,,,0
272,'wirst',alt,W,Brugg,AG03,FLKN,272_kommen-werden_'wirst'_alt_W_Brugg_AG03_FLKN.wav,Grammatik,Verb,kommen/werden,272
238,ìì-ee,alt,W,Glarus,GL02,BDOI,238_Zins_ìì-ee_alt_W_Glarus_GL02_BDOI.wav,Lautung,Konsonanten,Zins,238
